UserID,Price,Recency,SubDiffDay,Channel_MOBILE,Channel_WEB,PaymentType_Cash,PaymentType_Mobile Payment,PaymentType_Online Credit Card,Discount_No,Discount_Yes,Category_Computers & Laptops,Category_Electronic Accessories,Category_Female Fashion,Category_Female Shoes,Category_Hobbies,Category_Indoor Sports,Category_Kitchen Electronics,Category_Male Fashion,Category_Male Shoes,Category_Outdoor Sports,Category_Smart Phones,Category_Smart Watches,Category_Sound Systems,Category_Sport Shoes,Category_TVs and TV Sets,Age,Gender_MALE,Location_ADANA,Location_ANKARA,Location_ANTALYA,Location_BURSA,Location_ESKISEHIR,Location_ISTANBUL,Location_IZMIR,Location_KAYSERI,Location_TRABZON,Churned
500312368,227.85,209.0,235.0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41.0,0,1,0,0,0,0,0,0,0,0,0
500312709,1416.3,217.0,144.0,29,0,16,13,0,23,6,2,0,2,2,0,0,0,0,2,0,6,0,2,3,10,27.0,1,0,0,1,0,0,0,0,0,0,0
500312852,4700.5199999999995,6.0,2135.0,68,1,51,4,14,69,0,1,14,23,2,0,0,1,0,6,0,0,0,0,10,12,28.0,1,0,0,0,1,0,0,0,0,0,0
500312863,186.0,488.0,551.0,0,2,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47.0,1,0,0,0,0,0,0,0,1,0,1
500313149,1849.05,3.0,378.0,26,0,3,4,19,26,0,0,0,14,0,0,0,0,0,0,0,2,0,0,6,4,23.0,1,0,1,0,0,0,0,0,0,0,0
500313314,188.22,140.0,3683.0,0,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,50.0,1,0,0,0,0,0,0,0,1,0,0
500313501,1653.0,0.0,950.0,0,44,44,0,0,44,0,0,3,34,0,0,0,0,0,0,0,1,0,0,4,2,34.0,0,0,0,1,0,0,0,0,0,0,0
500313644,3119.01,5.0,610.0,34,18,47,5,0,51,1,0,3,5,0,0,0,1,6,6,0,5,0,0,20,6,46.0,1,0,0,0,0,1,0,0,0,0,0
500313677,681.39,4.0,1185.0,8,0,0,1,7,8,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1,44.0,0,0,0,0,0,0,0,0,1,0,0
500313721,209.85,405.0,574.0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,1,0,0,0,0,0,0,0,1
500313732,334.74,340.0,84.0,0,6,0,3,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,47.0,1,0,0,0,0,0,0,0,0,1,1
500313765,2144.97,6.0,4793.0,1,19,20,0,0,20,0,0,1,3,0,0,0,0,0,1,0,12,0,0,0,3,30.0,0,0,0,0,0,0,0,0,0,1,0
500313842,45.0,69.0,1776.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,1,0,0,0,0,0,0
500313864,1565.85,79.0,3487.0,11,0,9,2,0,11,0,1,0,2,0,0,0,0,0,0,0,7,0,0,1,0,42.0,0,0,0,0,0,0,1,0,0,0,0
500314150,1143.75,378.0,509.0,0,45,36,9,0,45,0,27,0,2,0,0,0,5,0,9,0,0,0,0,1,1,44.0,0,0,0,0,0,0,0,0,1,0,1
500314667,2849.4,290.0,486.0,104,0,85,11,8,88,16,78,1,5,2,0,0,2,0,1,0,2,0,1,2,10,34.0,0,0,0,0,0,0,1,0,0,0,1
500315052,1136.79,11.0,1368.0,21,0,17,4,0,21,0,0,0,8,0,0,0,0,0,0,0,7,0,0,5,1,20.0,0,0,0,0,0,0,1,0,0,0,0
500315195,3061.0499999999997,7.0,1775.0,37,0,18,15,4,37,0,0,0,17,0,0,0,0,0,0,0,1,0,0,4,15,33.0,1,0,0,0,0,0,1,0,0,0,0
500315294,18.0,347.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.0,0,0,0,0,0,0,1,0,0,0,1
500315349,1512.525,84.0,449.0,0,36,36,0,0,33,3,0,2,26,1,0,0,0,0,0,0,6,0,0,1,0,33.0,1,0,0,0,0,0,1,0,0,0,0
500315404,54.0,465.0,4531.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,0,0,0,0,0,0,0,0,1,0,1
500315712,96.0,407.0,152.0,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,1,0,0,0,1
500315910,1603.65,2.0,973.0,5,22,16,11,0,27,0,1,2,21,0,0,0,0,0,0,0,0,0,0,1,2,46.0,1,0,0,0,1,0,0,0,0,0,0
500315954,52.35,498.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.0,0,0,0,0,0,0,1,0,0,0,1
500316075,4690.8,2.0,1796.0,64,0,42,22,0,60,4,0,2,2,0,0,0,2,0,0,0,35,0,0,2,21,20.0,0,1,0,0,0,0,0,0,0,0,0
500316504,30.0,342.0,232.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.0,1,0,0,0,0,0,0,1,0,0,1
500316867,66.0,9.0,1624.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0
500316878,276.0,320.0,33.0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20.0,1,0,0,0,0,0,1,0,0,0,1
500317098,452.7,5.0,884.0,0,7,5,2,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,48.0,1,0,0,0,0,0,1,0,0,0,0
500317329,75.0,517.0,1657.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,0,0,0,0,0,0,0,1,0,0,1
500317571,812.1,8.0,2744.0,0,11,0,2,9,11,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,28.0,0,0,0,0,0,0,1,0,0,0,0
500317659,172.05,4.0,749.0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41.0,1,0,0,0,1,0,0,0,0,0,0
500317703,1143.27,2.0,421.0,0,14,13,1,0,13,1,0,1,1,0,0,0,0,0,10,0,0,0,0,2,0,47.0,1,0,0,1,0,0,0,0,0,0,0
500317923,3018.15,1.0,1439.0,48,0,44,2,2,48,0,0,2,26,0,0,0,0,0,2,0,1,0,0,1,16,50.0,0,0,0,1,0,0,0,0,0,0,0
500317945,166.5,535.0,12.0,4,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35.0,1,0,0,0,0,0,1,0,0,0,1
500318242,59.25,272.0,215.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.0,0,0,0,0,0,0,1,0,0,0,1
500318418,54.75,122.0,1626.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0,0,0,0,0,0,1,0,0,0,0,0
500318561,1287.45,24.0,295.0,26,0,9,1,16,17,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,22,49.0,0,0,0,1,0,0,0,0,0,0,0
500318638,93.0,323.0,1613.0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.0,1,0,0,0,0,0,0,1,0,0,1
500318682,31.35,103.0,1809.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,1,0,0,0,0,0,0,0,0,1,0
500319144,28.5,312.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0,1,0,0,1,0,0,0,0,0,0,1
500319166,465.29999999999995,327.0,34.0,8,0,6,1,1,7,1,0,0,2,0,0,0,0,0,1,0,1,0,0,4,0,32.0,1,0,0,0,0,0,0,0,0,1,1
500319199,447.45,167.0,2128.0,6,0,4,1,1,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,38.0,1,0,0,0,0,0,0,1,0,0,0
500319232,149.4,419.0,265.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.0,0,0,0,0,1,0,0,0,0,0,1
500319441,74.85,288.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0,0,0,0,0,0,0,1,0,0,0,1
500319452,273.0,334.0,1102.0,0,3,3,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45.0,1,0,0,1,0,0,0,0,0,0,1
500319540,971.1,7.0,2132.0,19,0,3,12,4,19,0,0,0,5,1,1,0,0,0,0,0,0,0,1,5,6,34.0,0,0,0,0,0,0,1,0,0,0,0
500319573,99.0,305.0,2294.0,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25.0,0,0,0,0,1,0,0,0,0,0,1
500319694,319.17,304.0,425.0,3,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,40.0,1,0,0,0,0,0,0,0,0,1,1
500319782,2105.34,5.0,1752.0,35,0,35,0,0,35,0,0,6,5,0,0,0,0,0,0,0,2,0,3,15,4,21.0,1,0,0,0,0,0,0,1,0,0,0
500319837,143.7,335.0,13.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29.0,1,0,0,1,0,0,0,0,0,0,1
500320035,119.85,202.0,1203.0,3,0,1,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.0,0,0,0,0,0,0,1,0,0,0,0
500320255,50.85,105.0,192.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0,1,0,0,0,0,0,0,0,1,0,0
500320431,83.4,286.0,487.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26.0,0,1,0,0,0,0,0,0,0,0,1
500320519,591.0,32.0,1322.0,6,0,3,2,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,43.0,1,0,0,0,1,0,0,0,0,0,0
500320563,2068.2,3.0,860.0,0,27,2,6,19,27,0,1,6,6,0,0,0,1,0,0,0,3,0,0,4,6,25.0,1,0,0,1,0,0,0,0,0,0,0
500320684,1596.15,125.0,1061.0,14,15,18,11,0,28,1,0,2,15,0,0,0,0,5,1,0,2,0,0,2,2,50.0,1,0,0,1,0,0,0,0,0,0,0
500320904,140.85,84.0,634.0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,37.0,1,0,0,0,0,0,0,0,0,1,0
500321014,82.5,285.0,981.0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26.0,0,0,1,0,0,0,0,0,0,0,1
500321201,906.75,18.0,559.0,15,0,8,0,7,15,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,7,45.0,1,1,0,0,0,0,0,0,0,0,0
500321443,666.0,245.0,294.0,5,0,4,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0,0,0,1,0,0,0,0,0,0
500321542,293.54999999999995,435.0,487.0,4,1,2,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,32.0,1,0,0,0,0,0,0,0,1,0,1
500321608,999.39,362.0,322.0,0,26,21,5,0,26,0,0,2,2,13,0,0,0,0,2,0,0,0,0,0,7,43.0,1,0,0,1,0,0,0,0,0,0,1
500322103,633.3,410.0,1326.0,6,7,0,0,13,13,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,49.0,1,0,0,0,0,0,0,0,0,1,1
500322169,25.5,451.0,1126.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,1,0,0,1
500322290,86.97,325.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,1,0,0,0,0,0,0,1,0,0,1
500322345,1117.71,39.0,531.0,13,0,1,12,0,10,3,1,1,0,3,0,0,0,0,3,0,2,0,0,3,0,21.0,0,0,0,0,0,0,0,0,1,0,0
500322587,78.0,20.0,2474.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0
500322664,729.96,11.0,2686.0,0,10,1,4,5,10,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,1,22.0,1,0,0,0,0,0,0,1,0,0,0
500322928,784.17,1.0,1751.0,9,0,8,1,0,8,1,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,20.0,1,0,1,0,0,0,0,0,0,0,0
500323038,42.0,11.0,285.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,1,0,0,0,0,0,0,0,0,1,0
500323445,4255.5,0.0,1024.0,0,62,10,1,51,62,0,1,4,20,0,0,0,0,0,2,0,2,0,1,13,19,30.0,1,1,0,0,0,0,0,0,0,0,0
500323643,533.1,2.0,460.0,1,14,10,5,0,12,3,4,4,1,0,0,0,0,0,0,0,3,0,0,3,0,23.0,0,0,0,0,0,0,0,0,1,0,0
500323852,389.7,292.0,124.0,6,0,1,0,5,6,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,26.0,0,0,0,0,1,0,0,0,0,0,1
500324050,711.84,2.0,2163.0,0,13,2,11,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,24.0,0,0,0,0,0,0,0,0,1,0,0
500324314,959.85,291.0,1482.0,0,6,5,1,0,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,46.0,1,1,0,0,0,0,0,0,0,0,1
500324358,929.8199999999999,46.0,1867.0,10,1,5,6,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,29.0,0,0,0,0,0,0,0,1,0,0,0
500324391,129.0,21.0,268.0,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44.0,1,0,0,0,0,0,0,0,0,1,0
500325051,252.0,461.0,140.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0,1,0,1,0,0,0,0,0,0,0,1
500325150,51.0,521.0,2528.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0,0,0,1,0,0,0,0,0,0,0,1
500325172,2205.75,2.0,2370.0,34,7,14,15,12,40,1,0,6,14,1,0,0,4,0,2,0,2,0,0,5,7,49.0,0,0,0,0,0,0,0,0,0,1,0
500325205,72.15,296.0,1.0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1,0,0,0,0,0,1,0,0,0,1
500325392,2620.05,0.0,916.0,4,57,50,0,11,40,21,2,2,24,9,1,0,0,0,2,0,7,0,0,3,11,23.0,0,0,0,0,0,0,1,0,0,0,0
500325524,795.5699999999999,53.0,3275.0,9,0,3,6,0,9,0,0,0,4,0,0,0,2,0,2,0,0,0,0,1,0,38.0,1,0,0,1,0,0,0,0,0,0,0
500326294,2502.75,48.0,696.0,4,69,29,0,44,66,7,3,14,23,5,0,0,5,0,1,0,0,0,0,11,11,25.0,1,0,0,0,0,0,1,0,0,0,0
500326547,6487.8,24.0,3182.0,7,38,2,28,15,45,0,0,1,18,0,6,0,0,0,2,0,2,0,4,4,8,48.0,0,0,0,0,0,1,0,0,0,0,0
500326778,60.0,539.0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,1,0,1
500326910,58.5,42.0,287.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,1,0,0,0,0,0,0,0,0
500327196,163.2,335.0,250.0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.0,1,0,0,0,0,0,0,0,0,1,1
500327504,152.7,48.0,244.0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46.0,1,0,0,1,0,0,0,0,0,0,0
500327570,417.53999999999996,290.0,32.0,0,7,1,0,6,3,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,43.0,1,0,1,0,0,0,0,0,0,0,1
500327845,1832.4,0.0,595.0,27,0,12,11,4,20,7,6,0,7,3,0,0,1,0,0,0,3,0,0,6,1,27.0,1,0,0,0,0,0,0,0,0,1,0
500328021,98.1,296.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,0,0,0,0,0,0,0,0,1,0,1
500328043,214.5,39.0,247.0,1,7,3,5,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,25.0,0,0,0,0,0,0,0,0,1,0,0
500328087,1091.25,137.0,282.0,31,0,31,0,0,31,0,6,1,8,0,0,0,0,0,2,0,0,0,0,13,1,21.0,1,0,1,0,0,0,0,0,0,0,0
500328274,219.0,522.0,1106.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,1,0,1
500328395,314.85,238.0,2355.0,0,5,0,5,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,19.0,1,0,0,0,1,0,0,0,0,0,0
500328472,584.25,19.0,838.0,2,4,4,2,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,19.0,1,0,0,0,0,0,0,0,0,1,0
500328648,2238.42,0.0,3467.0,44,0,0,8,36,43,1,1,7,11,4,0,0,1,6,1,0,0,0,11,1,1,26.0,0,0,0,0,0,1,0,0,0,0,0
500328703,2694.27,11.0,2194.0,24,0,20,4,0,22,2,1,0,14,1,0,0,0,1,0,0,1,0,0,2,4,48.0,1,0,1,0,0,0,0,0,0,0,0
500328747,210.75,295.0,296.0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50.0,0,0,0,0,0,0,1,0,0,0,1
500328857,109.35,284.0,1194.0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.0,0,0,0,0,1,0,0,0,0,0,1
500329110,71.7,297.0,719.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0,1,0,0,0,0,0,1,0,0,0,1
500329143,98.85,46.0,1595.0,1,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,1,1,0,0,0,0,0,0,0,0,0
500329242,73.5,544.0,126.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0,0,0,0,0,0,0,0,0,0,1,1
500329275,524.76,231.0,651.0,0,6,6,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,1,0,0
500329286,68.85,177.0,835.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,1,0,1,0,0,0,0,0,0,0,0
500329385,326.54999999999995,15.0,685.0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,50.0,1,0,0,0,0,0,0,1,0,0,0
500329891,104.97,3.0,303.0,3,1,4,0,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,40.0,0,0,0,0,0,1,0,0,0,0,0
500330133,80.85,355.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,1,1,0,0,0,0,0,0,0,0,1
500330562,581.25,0.0,963.0,10,0,3,1,6,10,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,2,24.0,1,0,0,0,0,0,1,0,0,0,0
500330661,1325.67,28.0,614.0,0,37,11,20,6,37,0,6,1,11,1,0,0,4,0,4,0,5,0,0,4,1,31.0,0,0,0,0,0,0,0,0,0,1,0
500330771,928.29,6.0,629.0,11,0,9,2,0,11,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,2,50.0,0,1,0,0,0,0,0,0,0,0,0
500330947,136.5,301.0,178.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0,1,0,0,0,0,0,0,0,1,0,1
500330980,78.0,91.0,209.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,1,0,0,0,1,0,0,0,0,0,0
500331112,388.91999999999996,9.0,348.0,5,0,4,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,40.0,1,0,0,0,0,0,1,0,0,0,0
500331134,71.85,291.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,1,0,0,0,0,1,0,0,0,0,1
500331464,577.14,309.0,1310.0,9,0,3,2,4,9,0,0,0,4,0,0,0,2,0,1,0,0,0,0,2,0,23.0,1,0,0,0,1,0,0,0,0,0,1
500331519,96.0,508.0,1503.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,1,1,0,0,0,0,0,0,0,0,1
500331552,598.5,76.0,3563.0,6,0,2,4,0,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,47.0,0,0,0,0,0,0,0,1,0,0,0
500331596,58.5,366.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,1,0,0,0,1
500331706,133.95,46.0,419.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48.0,1,0,0,0,0,0,1,0,0,0,0
500331739,401.37,27.0,403.0,5,0,2,1,2,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,44.0,1,0,1,0,0,0,0,0,0,0,0
500331794,262.74,291.0,228.0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,49.0,1,1,0,0,0,0,0,0,0,0,1
500331827,4029.21,91.0,4017.0,36,0,34,2,0,36,0,0,0,1,0,0,0,0,1,0,0,8,0,0,26,0,28.0,1,0,0,0,0,1,0,0,0,0,0
500332025,78.0,140.0,1296.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,1,0,0,0
500332267,199.5,3.0,347.0,2,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,1,0,0,0,0,0
500332322,1035.0,497.0,59.0,18,0,18,0,0,13,5,4,1,1,0,0,0,0,2,0,0,1,0,3,0,6,20.0,0,0,0,0,0,0,0,0,1,0,1
500332454,57.0,6.0,3223.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0,1,1,0,0,0,0,0,0,0,0,0
500333037,303.27,393.0,805.0,0,4,3,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,47.0,0,0,0,0,0,0,1,0,0,0,1
500333147,1366.92,21.0,1511.0,7,13,1,0,19,20,0,0,5,1,1,0,0,0,0,1,0,2,0,1,7,2,29.0,1,0,0,0,0,0,0,0,0,1,0
500333444,572.7,39.0,535.0,20,0,20,0,0,18,2,0,0,14,0,0,0,0,5,0,0,0,0,1,0,0,41.0,0,0,1,0,0,0,0,0,0,0,0
500333477,96.0,509.0,2492.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,1,0,0,0,1
500333510,99.0,364.0,879.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1,0,1,0,0,0,0,0,0,0,1
500333631,1963.65,68.0,872.0,8,8,2,3,11,16,0,2,1,7,1,0,0,0,1,0,0,0,0,0,0,4,44.0,0,0,0,0,0,0,1,0,0,0,0
500333763,6133.8,284.0,118.0,61,0,31,30,0,60,1,0,9,13,4,0,0,0,7,1,1,3,0,0,13,10,36.0,1,0,0,0,0,0,0,0,1,0,1
500333774,137.7,56.0,272.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.0,1,0,0,0,0,0,0,0,1,0,0
500333895,54.0,4.0,2023.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.0,1,0,0,0,0,1,0,0,0,0,0
500334170,78.0,119.0,569.0,2,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1,0,0,0,0,0,1,0,0,0,0
500334335,54.75,359.0,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0,1,0,0,0,0,0,0,0,1,0,1
500334489,667.2,54.0,369.0,0,9,7,2,0,9,0,1,0,3,0,0,0,0,1,0,0,3,0,0,1,0,39.0,1,0,0,0,0,0,0,0,1,0,0
500334533,471.6,10.0,1257.0,0,7,2,5,0,6,1,0,0,1,2,0,0,0,0,1,0,0,0,0,2,1,30.0,1,0,0,0,0,0,0,1,0,0,0
500334665,75.0,334.0,3.0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,1,1
500334687,110.55000000000001,286.0,41.0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40.0,1,0,0,0,1,0,0,0,0,0,1
500334742,204.0,136.0,2369.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31.0,1,1,0,0,0,0,0,0,0,0,0
500334940,157.5,435.0,13.0,0,3,0,0,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45.0,1,0,0,0,0,0,1,0,0,0,1
500335028,167.7,1.0,398.0,0,6,6,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,35.0,0,0,0,0,0,0,0,0,0,1,0
500335270,324.75,139.0,840.0,4,0,0,4,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,42.0,0,0,0,1,0,0,0,0,0,0,0
500335523,554.25,185.0,530.0,1,10,8,0,3,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,26.0,1,1,0,0,0,0,0,0,0,0,0
500335567,569.85,7.0,488.0,0,15,11,2,2,15,0,0,0,6,0,0,0,7,0,0,0,0,0,0,1,1,29.0,1,0,0,0,0,0,1,0,0,0,0
500335578,1508.97,49.0,3885.0,17,0,7,8,2,17,0,0,0,3,0,0,0,0,0,1,0,1,0,0,9,3,43.0,0,0,0,0,0,0,0,1,0,0,0
500335677,2196.45,4.0,839.0,23,0,21,2,0,17,6,0,2,2,1,0,0,0,0,0,0,6,0,0,9,3,47.0,1,0,0,1,0,0,0,0,0,0,0
500335875,2685.12,6.0,2419.0,12,26,18,5,15,37,1,0,8,10,4,0,0,1,2,0,0,0,0,0,4,9,39.0,1,0,1,0,0,0,0,0,0,0,0
500335886,698.7,309.0,760.0,14,2,1,3,12,16,0,4,2,8,0,0,0,1,0,0,0,0,0,0,1,0,22.0,1,0,0,1,0,0,0,0,0,0,1
500336095,240.0,299.0,36.0,3,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,27.0,1,0,0,0,0,0,1,0,0,0,1
500336348,305.7,8.0,1566.0,1,3,3,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0,0,0,0,0,0,0,1,0,0,0,0
500336733,251.85,283.0,2080.0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24.0,0,0,0,0,1,0,0,0,0,0,1
